Utterance,Speaker,Emotion,Strategy,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime
Why do you say that?,Therapist,neutral,Interpretation,991,11,3,18,"00:10:43,458","00:10:45,793"
"Oh, just the way they'd look at each other",Client,depression,undefined,991,12,3,18,"00:10:45,827","00:10:48,129"
when she'd come over for dinner... I knew.,Client,depression,undefined,991,13,3,18,"00:10:48,163","00:10:50,731"
Are you saying that they looked at each other,Therapist,neutral,Open question,991,14,3,18,"00:10:50,766","00:10:52,767"
"in, what, a sexual way?",Therapist,neutral,Interpretation,991,15,3,18,"00:10:52,801","00:10:54,769"
"No, Russell would never have slept with her.",Client,depression,undefined,991,16,3,18,"00:10:54,803","00:10:56,771"
She wasn't beautiful enough.,Client,depression,undefined,991,17,3,18,"00:10:56,805","00:10:58,739"
She set us up because she wanted to keep him in her life.,Client,depression,undefined,991,18,3,18,"00:10:58,774","00:11:01,842"
Are you suggesting that Tricia used you to stay close to Russell,Therapist,neutral,Interpretation,991,19,3,18,"00:11:01,877","00:11:05,346"
for some kind of emotional affair?,Therapist,neutral,Interpretation,991,20,3,18,"00:11:05,380","00:11:08,182"
"You think she's so perfect, you know.",Client,depression,undefined,991,21,3,18,"00:11:08,216","00:11:10,084"
Tricia has everybody convinced she's some kind of a Saint.,Client,depression,undefined,991,22,3,18,"00:11:10,118","00:11:12,887"
Except you?,Therapist,neutral,Open question,991,23,3,18,"00:11:12,921","00:11:15,289"
You don't see her like that?,Therapist,neutral,Open question,991,24,3,18,"00:11:15,323","00:11:17,725"
Guess who else had sex this weekend.,Client,depression,undefined,991,25,3,18,"00:11:21,496","00:11:24,231"
Izzy and Miller.,Client,depression,undefined,991,26,3,18,"00:11:24,266","00:11:26,534"
How do you know that?,Therapist,neutral,Interpretation,991,27,3,18,"00:11:27,536","00:11:29,170"
"Izzy emailed Trish. Yeah, she wrote,",Client,depression,undefined,991,28,3,18,"00:11:29,204","00:11:31,539"
I'm glad we got that over with.,Client,depression,undefined,991,29,3,18,"00:11:31,573","00:11:33,607"
It wasn't as bad as I imagined it would be.,Client,depression,undefined,992,0,3,18,"00:11:33,642","00:11:37,545"
What's gonna happen to that girl?,Client,depression,undefined,992,1,3,18,"00:11:37,579","00:11:41,215"
"First her grandmother, then her aunt,",Client,depression,undefined,992,2,3,18,"00:11:41,249","00:11:43,417"
quite possibly her mom.,Client,depression,undefined,992,3,3,18,"00:11:43,452","00:11:45,920"
She's gonna feel doomed.,Client,depression,undefined,992,4,3,18,"00:11:45,954","00:11:48,055"
Doomed to lose her mother?,Therapist,neutral,Open question,992,5,3,18,"00:11:48,089","00:11:50,524"
Tricia's favorite statistic...,Client,depression,undefined,992,6,3,18,"00:11:50,559","00:11:52,893"
87% chance that you'll get breast cancer,Client,depression,undefined,992,7,3,18,"00:11:52,928","00:11:56,130"
if you test positive for the gene.,Client,depression,undefined,992,8,3,18,"00:11:56,164","00:11:59,033"
That's my fate.,Client,depression,undefined,992,9,3,18,"00:11:59,067","00:12:00,534"
But that doesn't have to be your fate.,Therapist,neutral,Interpretation,992,10,3,18,"00:12:00,569","00:12:03,170"
Izzy doesn't have to be doomed to lose her mother.,Therapist,neutral,Open question,992,11,3,18,"00:12:03,205","00:12:06,240"
"So you still feel, if the test is positive,",Therapist,neutral,Interpretation,992,12,3,18,"00:12:10,278","00:12:14,014"
that you'd rather develop cancer,Therapist,neutral,Interpretation,992,13,3,18,"00:12:14,049","00:12:16,283"
than have your breasts removed?,Therapist,neutral,Approval,992,14,3,18,"00:12:16,318","00:12:18,986"
Yes.,Client,depression,undefined,992,15,3,18,"00:12:19,020","00:12:20,254"
And what if you do develop cancer?,Therapist,neutral,Restatement,992,16,3,18,"00:12:20,288","00:12:22,523"
What then?,Therapist,neutral,Open question,992,17,3,18,"00:12:22,557","00:12:24,625"
Trish was a fool...,Client,depression,undefined,992,18,3,18,"00:12:26,294","00:12:28,262"
a double mastectomy for what?,Client,depression,undefined,992,19,3,18,"00:12:28,296","00:12:30,898"
I'm guessing she thought it might save her life.,Therapist,neutral,Interpretation,992,20,3,18,"00:12:30,932","00:12:33,534"
"Yeah well, it didn't.",Client,depression,undefined,993,0,3,18,"00:12:33,568","00:12:34,835"
She spent the last year of her life looking like...,Client,depression,undefined,993,1,3,18,"00:12:34,870","00:12:37,938"
My mother knew better.,Client,depression,undefined,993,2,3,18,"00:12:37,973","00:12:39,940"
"She refused, you know.",Client,depression,undefined,993,3,3,18,"00:12:39,975","00:12:42,409"
"When they found the tumor, she had a lumpectomy finally,",Client,depression,undefined,993,4,3,18,"00:12:42,444","00:12:45,446"
but she did not let the doctors take her breasts.,Client,depression,undefined,993,5,3,18,"00:12:45,480","00:12:47,515"
And you understood her decision.,Therapist,neutral,Restatement,993,6,3,18,"00:12:47,549","00:12:49,416"
I did.,Client,depression,undefined,993,7,3,18,"00:12:49,451","00:12:50,618"
I think Tricia had those operations,Client,depression,undefined,993,8,3,18,"00:12:50,652","00:12:52,653"
"just to spite mama,",Client,depression,undefined,993,9,3,18,"00:12:52,687","00:12:55,022"
"you know, to reject her vanity.",Client,depression,undefined,993,10,3,18,"00:12:55,056","00:12:57,391"
"And by extension reject yours,",Therapist,neutral,Restatement,993,11,3,18,"00:12:57,425","00:13:00,694"
just like Izzy rejects you...,Therapist,neutral,Restatement,993,12,3,18,"00:13:00,729","00:13:02,563"
Yes.,Client,depression,undefined,993,13,3,18,"00:13:02,631","00:13:04,265"
...Shaving her head in solidarity with your sister.,Therapist,neutral,Interpretation,993,14,3,18,"00:13:04,299","00:13:07,468"
You talked about having no one,Therapist,neutral,Interpretation,993,15,3,18,"00:13:09,938","00:13:11,906"
to get you through opening your test results.,Therapist,neutral,Interpretation,993,16,3,18,"00:13:11,940","00:13:15,943"
Do you really feel that if you asked Izzy,Therapist,neutral,Interpretation,993,17,3,18,"00:13:15,977","00:13:19,046"
that she would say no?,Therapist,neutral,Interpretation,993,18,3,18,"00:13:19,080","00:13:21,015"
Would you please read this?,Client,fear,undefined,994,0,3,18,"00:13:33,028","00:13:35,996"
These are your test results?,Therapist,neutral,Interpretation,994,1,3,18,"00:13:39,467","00:13:41,201"
Yes.,Client,fear,undefined,994,2,3,18,"00:13:41,236","00:13:44,438"
Are you sure that you...?,Therapist,neutral,Interpretation,994,3,3,18,"00:13:44,472","00:13:47,041"
Yes.,Client,fear,undefined,994,4,3,18,"00:13:44,472","00:13:47,041"
"You know, I'm happy to be here for you.",Therapist,neutral,Restatement,994,5,3,18,"00:13:52,747","00:13:56,183"
I'm happy to do this with you.,Therapist,neutral,Approval,994,6,3,18,"00:13:56,217","00:13:58,419"
But I think that you should open the letter.,Therapist,neutral,Open question,994,7,3,18,"00:13:58,453","00:14:01,922"
No.,Client,fear,undefined,994,8,3,18,"00:14:01,990","00:14:03,324"
You don't have to tell me what it says.,Client,fear,undefined,994,9,3,18,"00:14:03,358","00:14:05,192"
"Just open it, okay?",Client,fear,undefined,994,10,3,18,"00:14:05,226","00:14:07,127"
Maybe we should just...,Therapist,neutral,Interpretation,994,11,3,18,"00:14:05,226","00:14:07,127"
"What, talk about why I want you to do this, Paul?",Client,fear,undefined,994,12,3,18,"00:14:07,162","00:14:09,396"
"Just do it, please. We can talk about it afterwards.",Client,fear,undefined,994,13,3,18,"00:14:09,431","00:14:12,700"
What does it say?,Client,fear,undefined,994,14,3,18,"00:14:57,879","00:15:00,981"
"Read it, Frances.",Therapist,neutral,Restatement,994,15,3,18,"00:15:04,285","00:15:06,453"
Please.,Therapist,neutral,Open question,994,16,3,18,"00:15:06,488","00:15:08,789"
It's negative.,Client,fear,undefined,994,17,3,18,"00:15:22,370","00:15:24,304"
Is it negative?,Client,fear,undefined,994,18,3,18,"00:15:24,339","00:15:26,273"
"Am I reading it right, Paul? Is this...?",Client,fear,undefined,994,19,3,18,"00:15:26,307","00:15:28,642"
That's what it says.,Therapist,neutral,Interpretation,994,20,3,18,"00:15:28,677","00:15:30,711"
Oh my God.,Client,fear,undefined,994,21,3,18,"00:15:30,745","00:15:32,780"
I'm very relieved.,Client,fear,undefined,994,22,3,18,"00:15:32,814","00:15:35,215"
Thank you. Thank you.,Client,fear,undefined,994,23,3,18,"00:15:35,250","00:15:36,750"
"Yes, it must be a huge weight lifted.",Therapist,neutral,Open question,994,24,3,18,"00:15:36,785","00:15:40,721"
This means Izzy too.,Client,fear,undefined,994,25,3,18,"00:15:42,290","00:15:44,658"
Does it?,Therapist,neutral,Restatement,994,26,3,18,"00:15:42,290","00:15:44,658"
That would have been her inheritance... cancer.,Client,fear,undefined,994,27,3,18,"00:15:44,693","00:15:47,661"
It's unbelievable really. Isn't this unbelievable?,Client,fear,undefined,994,28,3,18,"00:15:51,499","00:15:55,135"
"Yes, it's... it's great news, yes.",Therapist,neutral,Open question,994,29,3,18,"00:15:55,170","00:15:58,839"
And not only are you now freed,Therapist,neutral,Interpretation,994,30,3,18,"00:15:58,873","00:16:01,208"
"from this awful worry about Izzy,",Therapist,neutral,Open question,994,31,3,18,"00:16:01,242","00:16:03,243"
"about your own health,",Therapist,neutral,Approval,994,32,3,18,"00:16:03,278","00:16:05,579"
but you can now go see your sister.,Therapist,neutral,Restatement,995,0,3,18,"00:16:05,613","00:16:08,449"
What is that supposed to mean?,Client,neutral,undefined,995,1,3,18,"00:16:10,251","00:16:12,386"
You no longer have to fear,Therapist,neutral,Interpretation,995,2,3,18,"00:16:12,420","00:16:14,388"
that she'll torment you about having that procedure.,Therapist,neutral,Guiding the Pace and Depth of the Conversation,995,3,3,18,"00:16:14,422","00:16:17,658"
"No no, I can't see my sister.",Client,neutral,undefined,995,4,3,18,"00:16:17,692","00:16:20,427"
Why not?,Therapist,neutral,Restatement,995,5,3,18,"00:16:20,462","00:16:21,495"
I'm not going to see my sister,Client,neutral,undefined,995,6,3,18,"00:16:21,529","00:16:23,564"
because she'll ask about this.,Client,neutral,undefined,995,7,3,18,"00:16:23,598","00:16:25,399"
She'll ask about the results.,Client,neutral,undefined,995,8,3,18,"00:16:25,433","00:16:27,067"
And I'll have to tell her the truth. I can't lie to Tricia.,Client,neutral,undefined,995,9,3,18,"00:16:27,102","00:16:29,303"
Why would you not want to tell her about the results? They're good.,Therapist,neutral,Interpretation,995,10,3,18,"00:16:29,337","00:16:31,638"
They're the best possible outcome. They couldn't be better.,Therapist,neutral,Interpretation,995,11,3,18,"00:16:31,673","00:16:34,608"
"She's dying, okay? How would you like it",Client,neutral,undefined,995,12,3,18,"00:16:34,642","00:16:36,777"
"if you were dying and I came to you and said,",Client,neutral,undefined,995,13,3,18,"00:16:36,811","00:16:39,179"
"hey, guess what. I get to live.",Client,neutral,undefined,995,14,3,18,"00:16:39,214","00:16:41,515"
"If that person were my sister, I would be very very glad.",Therapist,neutral,Approval,995,15,3,18,"00:16:41,549","00:16:44,785"
Patricia will be relieved,Therapist,neutral,Restatement,995,16,3,18,"00:16:44,819","00:16:46,453"
"knowing that Izzy will have a mother,",Therapist,neutral,Restatement,995,17,3,18,"00:16:46,488","00:16:48,088"
"knowing, in all likelihood,",Therapist,neutral,Restatement,995,18,3,18,"00:16:48,123","00:16:49,790"
that you'll live an average lifespan.,Therapist,neutral,Interpretation,995,19,3,18,"00:16:49,824","00:16:51,992"
How do you know what her reaction will be?,Client,neutral,undefined,995,20,3,18,"00:16:52,026","00:16:54,461"
"I don't really know. I'm just predicting,",Therapist,neutral,Interpretation,995,21,3,18,"00:16:54,496","00:16:56,864"
knowing what I know about Patricia.,Therapist,neutral,Open question,995,22,3,18,"00:16:56,898","00:16:58,966"
That would be a normal response.,Therapist,neutral,Restatement,995,23,3,18,"00:16:59,000","00:17:00,968"
"Oh, I thought you're not supposed to use words like normal.",Client,neutral,undefined,995,24,3,18,"00:17:01,002","00:17:04,905"
"Okay, let me put this as plainly as I possibly can.",Therapist,neutral,Restatement,995,25,3,18,"00:17:04,939","00:17:08,175"
You need to see your sister before she dies.,Therapist,neutral,Interpretation,995,26,3,18,"00:17:09,944","00:17:14,281"
You don't have any reason not to.,Therapist,neutral,Restatement,995,27,3,18,"00:17:14,315","00:17:16,884"
The reason you thought you had no longer exists.,Therapist,neutral,Approval,995,28,3,18,"00:17:16,918","00:17:19,486"
"Well, I don't want to hurt her.",Client,neutral,undefined,995,29,3,18,"00:17:19,521","00:17:21,188"
She won't be hurt. She'll be pleased.,Therapist,neutral,Restatement,995,30,3,18,"00:17:21,222","00:17:23,290"
"You know, I hope she's more pleased than you are.",Client,neutral,undefined,995,31,3,18,"00:17:23,324","00:17:25,793"
"I mean, don't you think you could be a little happier for me?",Client,neutral,undefined,995,32,3,18,"00:17:25,827","00:17:28,595"
I know that you've been expecting the worst possible outcome.,Therapist,neutral,Interpretation,995,33,3,18,"00:17:28,630","00:17:31,198"
"You've been preparing yourself for bad news, understandably.",Therapist,neutral,Open question,995,34,3,18,"00:17:31,232","00:17:34,802"
But you cannot let your confusion,Therapist,neutral,Interpretation,995,35,3,18,"00:17:34,836","00:17:37,805"
or the mixed feelings that you have,Therapist,neutral,Interpretation,995,36,3,18,"00:17:37,839","00:17:40,207"
about this genuinely good news,Therapist,neutral,Interpretation,995,37,3,18,"00:17:40,241","00:17:42,910"
stand in the way of dealing with your sister.,Therapist,neutral,Restatement,995,38,3,18,"00:17:42,944","00:17:46,847"
You need to see your sister before she dies.,Therapist,neutral,Advisement,996,0,3,18,"00:17:49,584","00:17:52,653"
"Oh, you know, what the hell happened",Client,fear,undefined,996,1,3,18,"00:17:52,687","00:17:55,989"
between the two of you anyway?,Client,fear,undefined,996,2,3,18,"00:17:56,024","00:17:58,392"
Sorry?,Therapist,neutral,Interpretation,996,3,3,18,"00:17:58,426","00:17:59,960"
"No, the way you talk about her...",Client,fear,undefined,996,4,3,18,"00:17:59,994","00:18:01,962"
It's like you're still in love with her.,Client,fear,undefined,996,5,3,18,"00:18:01,996","00:18:03,997"
Still? Why do you say that?,Therapist,neutral,Open question,996,6,3,18,"00:18:04,032","00:18:06,667"
"Well, that's what she told me...",Client,fear,undefined,996,7,3,18,"00:18:06,701","00:18:08,869"
that you were in love with her,Client,fear,undefined,996,8,3,18,"00:18:08,903","00:18:11,238"
back then.,Client,fear,undefined,996,9,3,18,"00:18:11,272","00:18:13,774"
Were you?,Client,fear,undefined,996,10,3,18,"00:18:13,808","00:18:15,876"
No.,Therapist,neutral,Open question,996,11,3,18,"00:18:18,012","00:18:19,513"
"Well, she thinks you were.",Client,fear,undefined,996,12,3,18,"00:18:21,249","00:18:24,084"
So clearly she's deluded.,Client,fear,undefined,996,13,3,18,"00:18:24,118","00:18:26,286"
She was in love with you.,Client,fear,undefined,996,14,3,18,"00:18:26,321","00:18:29,990"
You are so angry with your sister.,Therapist,neutral,Interpretation,996,15,3,18,"00:18:30,024","00:18:33,193"
Is it because she's dying,Therapist,neutral,Interpretation,996,16,3,18,"00:18:35,063","00:18:37,097"
and she needs you,Therapist,neutral,Interpretation,996,17,3,18,"00:18:37,131","00:18:38,966"
"and you're scared that you won't be able to help her,",Therapist,neutral,Open question,996,18,3,18,"00:18:39,000","00:18:42,536"
"that you won't even be able to stay in the room with her,",Therapist,neutral,Interpretation,996,19,3,18,"00:18:42,570","00:18:46,473"
that her illness will be too much for you to bear,Therapist,neutral,Open question,996,20,3,18,"00:18:46,507","00:18:49,076"
and you'll run away from her just as you ran away from your mother?,Therapist,neutral,Restatement,996,21,3,18,"00:18:49,110","00:18:52,212"
